Food_ID,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type,Name,Type_x,Address,City,Contact,Receiver_ID,Status,Type_y
556,Fish,48,2025-03-21,938,Restaurant,Hollyhaven,Vegan,Lunch,Barker LLC,Restaurant,"5999 Brenda Trail Apt. 807
Amberstad, VT 22034",Hollyhaven,+1-530-780-2072x25507,412.0,Cancelled,NGO
557,Vegetables,20,2025-03-30,169,Grocery Store,Lindseyland,Non-Vegetarian,Dinner,Hines-Green,Grocery Store,"121 Monica Loaf
Charlesshire, MO 59196",Lindseyland,(054)626-5986x842,600.0,Completed,Individual
558,Chicken,32,2025-03-20,267,Catering Service,Port Kevinburgh,Vegetarian,Snacks,Sherman-Garza,Catering Service,"044 Johnson Brook
Velazquezville, IA 66365",Port Kevinburgh,(357)159-0029x4117,103.0,Completed,Individual
558,Chicken,32,2025-03-20,267,Catering Service,Port Kevinburgh,Vegetarian,Snacks,Sherman-Garza,Catering Service,"044 Johnson Brook
Velazquezville, IA 66365",Port Kevinburgh,(357)159-0029x4117,173.0,Pending,NGO
558,Chicken,32,2025-03-20,267,Catering Service,Port Kevinburgh,Vegetarian,Snacks,Sherman-Garza,Catering Service,"044 Johnson Brook
Velazquezville, IA 66365",Port Kevinburgh,(357)159-0029x4117,509.0,Cancelled,Charity
559,Salad,18,2025-03-22,814,Grocery Store,Allenborough,Vegan,Dinner,"Scott, Lopez and Baldwin",Grocery Store,"335 Mark Center
Grantport, HI 41240",Allenborough,001-590-644-2836,342.0,Completed,Charity
560,Fruits,41,2025-03-18,850,Grocery Store,North Stevenbury,Non-Vegetarian,Snacks,"Cooper, Osborn and Clark",Grocery Store,"8962 Robinson Greens Suite 631
Pricechester, LA 52710",North Stevenbury,001-548-930-4392x6738,442.0,Completed,NGO
560,Fruits,41,2025-03-18,850,Grocery Store,North Stevenbury,Non-Vegetarian,Snacks,"Cooper, Osborn and Clark",Grocery Store,"8962 Robinson Greens Suite 631
Pricechester, LA 52710",North Stevenbury,001-548-930-4392x6738,637.0,Pending,NGO
561,Pasta,47,2025-03-20,861,Grocery Store,Lake Kendramouth,Non-Vegetarian,Lunch,"Rogers, Robbins and Cook",Grocery Store,"9927 Russell Pike
North Barry, NM 90744",Lake Kendramouth,387-013-3363,,,
562,Dairy,3,2025-03-30,906,Supermarket,West Kevin,Vegan,Dinner,Wright LLC,Supermarket,"PSC 1473, Box 2158
APO AE 95836",West Kevin,001-515-383-6029x214,717.0,Completed,Individual
563,Pasta,37,2025-03-19,554,Restaurant,Brandyberg,Non-Vegetarian,Lunch,Jackson Ltd,Restaurant,"325 Becker Pass
West Bobshire, MT 42103",Brandyberg,920-705-5617x44135,451.0,Pending,Shelter
564,Fish,29,2025-03-28,518,Grocery Store,Anneville,Non-Vegetarian,Lunch,"Hill, Davis and Stewart",Grocery Store,"6315 Jonathan Views Suite 276
Jerryhaven, TX 90986",Anneville,+1-608-953-5542x841,283.0,Pending,Charity
565,Pasta,36,2025-03-24,41,Catering Service,Bentleyburgh,Non-Vegetarian,Lunch,Kelly-Ware,Catering Service,"482 Bush Island
Wrightburgh, MI 64397",Bentleyburgh,(033)969-7445x782,833.0,Cancelled,Shelter
565,Pasta,36,2025-03-24,41,Catering Service,Bentleyburgh,Non-Vegetarian,Lunch,Kelly-Ware,Catering Service,"482 Bush Island
Wrightburgh, MI 64397",Bentleyburgh,(033)969-7445x782,850.0,Completed,Individual
566,Fish,8,2025-03-17,328,Grocery Store,Port Rubenville,Vegan,Lunch,"Walker, Brennan and Townsend",Grocery Store,"Unit 9379 Box 7124
DPO AP 65325",Port Rubenville,(194)900-2168,,,
567,Bread,3,2025-03-28,234,Catering Service,New Joel,Vegetarian,Breakfast,Sherman-Baker,Catering Service,"07362 Kimberly Village Suite 643
Andersonton, VA 24172",New Joel,301.017.1427,,,
568,Fruits,11,2025-03-29,709,Restaurant,South Kathryn,Non-Vegetarian,Breakfast,Barry Group,Restaurant,"632 Wong Place
West Shane, CO 27966",South Kathryn,+1-533-592-0009x5523,477.0,Completed,Shelter
569,Fish,20,2025-03-25,68,Supermarket,North Elizabeth,Vegan,Lunch,Sherman-Wolfe,Supermarket,"0312 Garcia Ferry
Port Deannaberg, DC 72769",North Elizabeth,001-797-628-1681x740,,,
570,Vegetables,8,2025-03-16,659,Restaurant,East Lori,Non-Vegetarian,Breakfast,Callahan-Olsen,Restaurant,"Unit 8901 Box 2688
DPO AP 76819",East Lori,479-524-3396x53216,484.0,Cancelled,Shelter
571,Salad,39,2025-03-18,49,Supermarket,Lake Traceyburgh,Non-Vegetarian,Breakfast,"Miller, Braun and Graham",Supermarket,"USS Roberts
FPO AE 04254",Lake Traceyburgh,001-704-201-5818x1702,472.0,Pending,Charity
572,Bread,46,2025-03-22,212,Supermarket,Port Markview,Vegetarian,Dinner,"Dennis, Parker and Sanchez",Supermarket,"456 Nelson Street
Ericside, NH 82097",Port Markview,921-065-5873x078,728.0,Cancelled,Charity
572,Bread,46,2025-03-22,212,Supermarket,Port Markview,Vegetarian,Dinner,"Dennis, Parker and Sanchez",Supermarket,"456 Nelson Street
Ericside, NH 82097",Port Markview,921-065-5873x078,173.0,Pending,NGO
573,Fish,40,2025-03-30,111,Supermarket,South Davidside,Vegetarian,Snacks,Ball-Church,Supermarket,"096 Robin Walks Suite 454
Foxburgh, NC 51501",South Davidside,(352)764-4709,86.0,Pending,Charity
574,Vegetables,17,2025-03-29,239,Grocery Store,South Bradleyburgh,Non-Vegetarian,Breakfast,"Simpson, Thomas and Smith",Grocery Store,"204 Charles Viaduct
Perezfurt, WV 57676",South Bradleyburgh,001-117-114-7043,996.0,Cancelled,Shelter
574,Vegetables,17,2025-03-29,239,Grocery Store,South Bradleyburgh,Non-Vegetarian,Breakfast,"Simpson, Thomas and Smith",Grocery Store,"204 Charles Viaduct
Perezfurt, WV 57676",South Bradleyburgh,001-117-114-7043,301.0,Cancelled,NGO
575,Pasta,15,2025-03-18,88,Restaurant,Salastown,Non-Vegetarian,Breakfast,"Oliver, Williams and Rich",Restaurant,"2297 Dunlap Plains
South Shannon, MT 97282",Salastown,+1-509-255-9684x4064,,,
576,Salad,35,2025-03-24,786,Restaurant,Basstown,Non-Vegetarian,Lunch,Simmons-Davis,Restaurant,"788 Tiffany Spur Apt. 373
Port Matthew, NY 44804",Basstown,532.668.4291x87339,,,
577,Bread,30,2025-03-29,161,Supermarket,Perezport,Non-Vegetarian,Dinner,Campbell LLC,Supermarket,"8423 Karen Trace Apt. 648
Johnland, IA 21810",Perezport,001-211-446-3315x74760,183.0,Completed,Individual
578,Salad,27,2025-03-29,285,Restaurant,West Corey,Vegan,Snacks,Sanchez-Fisher,Restaurant,"77514 Todd Creek Apt. 870
East Ashley, ND 47642",West Corey,971.803.6233x098,,,
579,Dairy,44,2025-03-24,885,Restaurant,Lake Stephen,Vegetarian,Breakfast,"Spears, Anderson and Huffman",Restaurant,"4257 Roberto Squares
New Timothyhaven, NY 01630",Lake Stephen,1906277080,901.0,Pending,Shelter
579,Dairy,44,2025-03-24,885,Restaurant,Lake Stephen,Vegetarian,Breakfast,"Spears, Anderson and Huffman",Restaurant,"4257 Roberto Squares
New Timothyhaven, NY 01630",Lake Stephen,1906277080,342.0,Pending,Charity
579,Dairy,44,2025-03-24,885,Restaurant,Lake Stephen,Vegetarian,Breakfast,"Spears, Anderson and Huffman",Restaurant,"4257 Roberto Squares
New Timothyhaven, NY 01630",Lake Stephen,1906277080,769.0,Cancelled,Shelter
580,Rice,21,2025-03-24,497,Catering Service,Chelseyfort,Non-Vegetarian,Snacks,Sparks-Berry,Catering Service,"72131 Walter Radial Suite 498
Port David, ND 60911",Chelseyfort,867.938.9153x710,154.0,Pending,Shelter
581,Salad,8,2025-03-20,656,Restaurant,South Tiffanyfort,Vegetarian,Breakfast,Henry PLC,Restaurant,"10897 Duncan Manors Apt. 117
Whitneyshire, IA 92311",South Tiffanyfort,104.576.7855x2145,,,
582,Soup,44,2025-03-20,501,Grocery Store,Jordanhaven,Vegetarian,Snacks,Davis-Kennedy,Grocery Store,"609 Jackson Cliffs
Lake Johnside, ID 47134",Jordanhaven,598-048-5675,58.0,Cancelled,Shelter
583,Vegetables,44,2025-03-23,938,Restaurant,Hollyhaven,Non-Vegetarian,Dinner,Barker LLC,Restaurant,"5999 Brenda Trail Apt. 807
Amberstad, VT 22034",Hollyhaven,+1-530-780-2072x25507,,,
584,Salad,16,2025-03-30,590,Grocery Store,Richchester,Non-Vegetarian,Snacks,Adams-Young,Grocery Store,"11551 Lisa Rapids
Lesterhaven, IA 88565",Richchester,+1-483-651-5816,,,
585,Rice,3,2025-03-26,514,Supermarket,Maxwellburgh,Vegetarian,Breakfast,Roy-Hancock,Supermarket,"203 Dawn Ridge
Loganshire, SC 01665",Maxwellburgh,(186)046-9157,262.0,Cancelled,NGO
586,Vegetables,37,2025-03-18,54,Supermarket,Lake Rachael,Vegetarian,Breakfast,"Bennett, Phillips and Green",Supermarket,"Unit 0882 Box 8764
DPO AE 00627",Lake Rachael,001-350-580-0382x854,189.0,Pending,Individual
587,Fruits,22,2025-03-21,192,Catering Service,Leslieville,Non-Vegetarian,Dinner,"Hunter, Ballard and Caldwell",Catering Service,"60550 Fleming Branch Suite 560
Jessicashire, UT 62403",Leslieville,001-594-592-2116x9925,,,
588,Dairy,31,2025-03-27,709,Restaurant,South Kathryn,Non-Vegetarian,Breakfast,Barry Group,Restaurant,"632 Wong Place
West Shane, CO 27966",South Kathryn,+1-533-592-0009x5523,,,
589,Rice,49,2025-03-20,20,Catering Service,East Samantha,Vegetarian,Dinner,Drake-Martinez,Catering Service,"22920 Carpenter Turnpike Apt. 652
New Steven, AR 33177",East Samantha,001-454-212-3510x6135,100.0,Cancelled,NGO
589,Rice,49,2025-03-20,20,Catering Service,East Samantha,Vegetarian,Dinner,Drake-Martinez,Catering Service,"22920 Carpenter Turnpike Apt. 652
New Steven, AR 33177",East Samantha,001-454-212-3510x6135,4.0,Pending,NGO
590,Fruits,11,2025-03-28,56,Catering Service,Michaelview,Vegan,Snacks,Morris Ltd,Catering Service,"03207 Paul Shoals
Thomasshire, AR 89205",Michaelview,654-751-2531x515,300.0,Cancelled,NGO
591,Fruits,19,2025-03-28,154,Supermarket,New John,Vegetarian,Breakfast,Smith-Turner,Supermarket,"574 Jamie Mountains Apt. 480
North Timothy, CA 92067",New John,001-084-709-0706x311,,,
592,Rice,13,2025-03-23,341,Grocery Store,Lake Ryanbury,Vegan,Lunch,Jenkins-Carrillo,Grocery Store,"656 Denise Spurs Suite 112
Joshuaborough, NY 66307",Lake Ryanbury,025.332.6781x596,894.0,Pending,Charity
593,Soup,2,2025-03-23,515,Restaurant,Snyderton,Vegan,Lunch,"Bowers, Gonzalez and Simmons",Restaurant,"096 Jonathan Unions Suite 804
South Angelaburgh, NM 97882",Snyderton,+1-401-191-5365x80259,258.0,Pending,Individual
594,Chicken,35,2025-03-28,140,Restaurant,Watsonstad,Non-Vegetarian,Breakfast,Zhang LLC,Restaurant,"6343 Sanders Park Suite 844
Port Brendaton, FL 49650",Watsonstad,001-943-679-8869x4358,717.0,Pending,Individual
594,Chicken,35,2025-03-28,140,Restaurant,Watsonstad,Non-Vegetarian,Breakfast,Zhang LLC,Restaurant,"6343 Sanders Park Suite 844
Port Brendaton, FL 49650",Watsonstad,001-943-679-8869x4358,494.0,Pending,Individual
595,Salad,42,2025-03-19,358,Restaurant,South Crystalberg,Vegan,Lunch,Cole-Ochoa,Restaurant,"832 Richards Lakes Suite 950
Adambury, MS 43653",South Crystalberg,001-392-997-5127x129,,,
596,Fish,44,2025-03-29,158,Catering Service,North Crystal,Non-Vegetarian,Lunch,Shepherd Group,Catering Service,"922 Nicole Neck
Lake Danaton, ID 65819",North Crystal,001-796-831-6588,330.0,Completed,Individual
596,Fish,44,2025-03-29,158,Catering Service,North Crystal,Non-Vegetarian,Lunch,Shepherd Group,Catering Service,"922 Nicole Neck
Lake Danaton, ID 65819",North Crystal,001-796-831-6588,950.0,Cancelled,NGO
597,Dairy,12,2025-03-20,563,Grocery Store,East Angela,Vegetarian,Lunch,Daniels-Kim,Grocery Store,"002 Donald Glen Suite 515
Edwardschester, OR 44523",East Angela,787.621.3654x1971,562.0,Pending,NGO
598,Rice,19,2025-03-27,981,Restaurant,West Stevenport,Non-Vegetarian,Lunch,Glenn-York,Restaurant,"96371 Owens Mountains
North Daniellestad, WI 11685",West Stevenport,(063)458-3909x33019,723.0,Pending,Individual
599,Fruits,19,2025-03-30,232,Supermarket,Muellermouth,Vegetarian,Lunch,"Snyder, Caldwell and Campbell",Supermarket,"652 Williams Mount
Jonesstad, WI 51744",Muellermouth,001-204-401-6159x495,404.0,Pending,Shelter
599,Fruits,19,2025-03-30,232,Supermarket,Muellermouth,Vegetarian,Lunch,"Snyder, Caldwell and Campbell",Supermarket,"652 Williams Mount
Jonesstad, WI 51744",Muellermouth,001-204-401-6159x495,183.0,Pending,Individual
599,Fruits,19,2025-03-30,232,Supermarket,Muellermouth,Vegetarian,Lunch,"Snyder, Caldwell and Campbell",Supermarket,"652 Williams Mount
Jonesstad, WI 51744",Muellermouth,001-204-401-6159x495,27.0,Pending,NGO
600,Rice,39,2025-03-24,505,Restaurant,Chelseaside,Non-Vegetarian,Snacks,"Sutton, Day and Brooks",Restaurant,"PSC 0203, Box 6449
APO AA 03081",Chelseaside,+1-651-831-7090,129.0,Pending,Charity
600,Rice,39,2025-03-24,505,Restaurant,Chelseaside,Non-Vegetarian,Snacks,"Sutton, Day and Brooks",Restaurant,"PSC 0203, Box 6449
APO AA 03081",Chelseaside,+1-651-831-7090,902.0,Completed,NGO
601,Vegetables,9,2025-03-27,140,Restaurant,Watsonstad,Vegan,Snacks,Zhang LLC,Restaurant,"6343 Sanders Park Suite 844
Port Brendaton, FL 49650",Watsonstad,001-943-679-8869x4358,96.0,Cancelled,Individual
602,Chicken,15,2025-03-25,913,Grocery Store,Erikatown,Non-Vegetarian,Breakfast,Crosby Group,Grocery Store,"81218 Peter Rest Apt. 173
East Caitlinport, NV 39150",Erikatown,+1-307-053-5303x7456,735.0,Pending,Individual
602,Chicken,15,2025-03-25,913,Grocery Store,Erikatown,Non-Vegetarian,Breakfast,Crosby Group,Grocery Store,"81218 Peter Rest Apt. 173
East Caitlinport, NV 39150",Erikatown,+1-307-053-5303x7456,485.0,Cancelled,Charity
603,Rice,37,2025-03-28,858,Restaurant,Johnsonborough,Non-Vegetarian,Lunch,"Petersen, Morrison and Woods",Restaurant,"7626 Stephanie Creek Suite 634
Juliashire, WI 41937",Johnsonborough,+1-978-137-1967,382.0,Completed,Shelter
604,Pasta,47,2025-03-27,578,Catering Service,Port Carrie,Vegan,Breakfast,Vega Ltd,Catering Service,"14352 Adkins Freeway Suite 515
South Katherineland, WV 05793",Port Carrie,829-056-6503x5701,,,
605,Vegetables,20,2025-03-23,429,Grocery Store,Lake Benjamin,Vegetarian,Dinner,"Olson, Johnson and Figueroa",Grocery Store,"99198 Lisa Ranch Suite 190
New Arianaton, CT 16571",Lake Benjamin,001-990-205-7079x72906,,,
606,Pasta,36,2025-03-22,932,Supermarket,New Ginaborough,Vegetarian,Dinner,"Jones, Allison and Ellison",Supermarket,"95536 Hunt Harbor Apt. 227
North Alexisbury, AR 45373",New Ginaborough,(692)324-3942x4267,833.0,Pending,Shelter
606,Pasta,36,2025-03-22,932,Supermarket,New Ginaborough,Vegetarian,Dinner,"Jones, Allison and Ellison",Supermarket,"95536 Hunt Harbor Apt. 227
North Alexisbury, AR 45373",New Ginaborough,(692)324-3942x4267,269.0,Completed,Individual
606,Pasta,36,2025-03-22,932,Supermarket,New Ginaborough,Vegetarian,Dinner,"Jones, Allison and Ellison",Supermarket,"95536 Hunt Harbor Apt. 227
North Alexisbury, AR 45373",New Ginaborough,(692)324-3942x4267,905.0,Completed,Charity
607,Vegetables,23,2025-03-20,556,Catering Service,Brittanyland,Vegetarian,Dinner,"Reyes, Houston and Esparza",Catering Service,"60546 Amanda Canyon
Holmesmouth, ME 97812",Brittanyland,7525269578,,,
608,Vegetables,27,2025-03-28,17,Catering Service,West Dawn,Non-Vegetarian,Dinner,Miller Ltd,Catering Service,"355 Rogers Ferry Suite 116
East Stevenburgh, MD 93961",West Dawn,(876)537-9861x93433,873.0,Pending,Charity
609,Bread,38,2025-03-23,541,Catering Service,West Karen,Vegetarian,Breakfast,Lewis-Deleon,Catering Service,"PSC 3880, Box 0574
APO AE 02776",West Karen,399-298-6885x917,440.0,Completed,Individual
609,Bread,38,2025-03-23,541,Catering Service,West Karen,Vegetarian,Breakfast,Lewis-Deleon,Catering Service,"PSC 3880, Box 0574
APO AE 02776",West Karen,399-298-6885x917,301.0,Pending,NGO
609,Bread,38,2025-03-23,541,Catering Service,West Karen,Vegetarian,Breakfast,Lewis-Deleon,Catering Service,"PSC 3880, Box 0574
APO AE 02776",West Karen,399-298-6885x917,735.0,Pending,Individual
610,Pasta,13,2025-03-30,477,Supermarket,East Jacobchester,Non-Vegetarian,Breakfast,Alvarado LLC,Supermarket,"48690 Boyle Plaza Suite 271
North Briantown, AK 84478",East Jacobchester,5915828492,34.0,Pending,Individual
611,Vegetables,40,2025-03-30,993,Restaurant,East Stephanie,Vegetarian,Snacks,Mckinney Ltd,Restaurant,"179 Fernandez Rapids
Campbellport, MA 31352",East Stephanie,225-959-2378,306.0,Pending,Charity
611,Vegetables,40,2025-03-30,993,Restaurant,East Stephanie,Vegetarian,Snacks,Mckinney Ltd,Restaurant,"179 Fernandez Rapids
Campbellport, MA 31352",East Stephanie,225-959-2378,306.0,Completed,Charity
612,Vegetables,45,2025-03-17,874,Catering Service,Priceland,Non-Vegetarian,Lunch,Long-Alexander,Catering Service,"4601 Samuel Ranch Suite 442
New Ronald, SC 13631",Priceland,328-638-0829x010,770.0,Pending,Charity
613,Bread,42,2025-03-20,592,Restaurant,North Brendaborough,Vegetarian,Dinner,Chan PLC,Restaurant,"27777 Stephanie Plains
Jasonhaven, RI 35762",North Brendaborough,001-777-423-2427x587,,,
614,Salad,43,2025-03-16,146,Supermarket,Jonathanhaven,Vegan,Lunch,Hampton-Lee,Supermarket,"994 Maxwell Squares Apt. 136
Browninghaven, IA 33077",Jonathanhaven,663-119-2623x961,655.0,Cancelled,NGO
615,Salad,11,2025-03-23,104,Catering Service,Lake Theresa,Vegetarian,Breakfast,Jackson LLC,Catering Service,"254 Brandon Lodge
Michaelton, NE 66307",Lake Theresa,001-488-905-7389,489.0,Completed,Charity
615,Salad,11,2025-03-23,104,Catering Service,Lake Theresa,Vegetarian,Breakfast,Jackson LLC,Catering Service,"254 Brandon Lodge
Michaelton, NE 66307",Lake Theresa,001-488-905-7389,269.0,Completed,Individual
615,Salad,11,2025-03-23,104,Catering Service,Lake Theresa,Vegetarian,Breakfast,Jackson LLC,Catering Service,"254 Brandon Lodge
Michaelton, NE 66307",Lake Theresa,001-488-905-7389,839.0,Cancelled,NGO
616,Fish,35,2025-03-20,735,Restaurant,Westmouth,Non-Vegetarian,Dinner,Koch Inc,Restaurant,"97748 Anderson Port
Audreyberg, TN 75408",Westmouth,(972)427-3809x5165,254.0,Pending,Shelter
616,Fish,35,2025-03-20,735,Restaurant,Westmouth,Non-Vegetarian,Dinner,Koch Inc,Restaurant,"97748 Anderson Port
Audreyberg, TN 75408",Westmouth,(972)427-3809x5165,637.0,Completed,NGO
617,Soup,27,2025-03-18,507,Grocery Store,Lake Diane,Vegetarian,Lunch,Rojas-Cook,Grocery Store,"397 Ruth Track
South Alyssa, NE 98089",Lake Diane,+1-019-312-8887x18286,,,
618,Soup,9,2025-03-18,929,Catering Service,Lake Richardhaven,Non-Vegetarian,Dinner,Allen LLC,Catering Service,"11055 Hayes Island Suite 805
Cynthiatown, ME 65521",Lake Richardhaven,474-088-6934,,,
619,Pasta,46,2025-03-29,725,Grocery Store,New Evanport,Vegan,Snacks,"Nguyen, Chan and Brown",Grocery Store,"6755 Lindsay Port
Allenland, LA 52111",New Evanport,747-692-4848x020,90.0,Cancelled,Shelter
620,Chicken,7,2025-03-20,497,Catering Service,Chelseyfort,Vegetarian,Dinner,Sparks-Berry,Catering Service,"72131 Walter Radial Suite 498
Port David, ND 60911",Chelseyfort,867.938.9153x710,,,
621,Soup,23,2025-03-21,979,Restaurant,West Hunter,Non-Vegetarian,Lunch,Gray PLC,Restaurant,"536 Joyce Locks Suite 818
East Catherine, DE 59565",West Hunter,209.149.0656x397,,,
622,Fish,17,2025-03-24,857,Supermarket,Jordanborough,Vegan,Snacks,Holmes-Schaefer,Supermarket,"61354 Tina Cliff
Sandershaven, UT 60062",Jordanborough,759-916-3267x89739,371.0,Cancelled,NGO
622,Fish,17,2025-03-24,857,Supermarket,Jordanborough,Vegan,Snacks,Holmes-Schaefer,Supermarket,"61354 Tina Cliff
Sandershaven, UT 60062",Jordanborough,759-916-3267x89739,542.0,Completed,Individual
622,Fish,17,2025-03-24,857,Supermarket,Jordanborough,Vegan,Snacks,Holmes-Schaefer,Supermarket,"61354 Tina Cliff
Sandershaven, UT 60062",Jordanborough,759-916-3267x89739,235.0,Cancelled,NGO
623,Salad,38,2025-03-29,37,Catering Service,New Amanda,Vegetarian,Breakfast,Phelps-Schmidt,Catering Service,"689 Riley Villages
South Jose, LA 55827",New Amanda,001-048-886-1039,841.0,Cancelled,NGO
623,Salad,38,2025-03-29,37,Catering Service,New Amanda,Vegetarian,Breakfast,Phelps-Schmidt,Catering Service,"689 Riley Villages
South Jose, LA 55827",New Amanda,001-048-886-1039,87.0,Pending,Charity
624,Fish,10,2025-03-16,475,Catering Service,Bentonfurt,Non-Vegetarian,Breakfast,Henderson Group,Catering Service,"655 Mallory Fork
North Mary, WY 23835",Bentonfurt,854-929-8365,371.0,Cancelled,NGO
624,Fish,10,2025-03-16,475,Catering Service,Bentonfurt,Non-Vegetarian,Breakfast,Henderson Group,Catering Service,"655 Mallory Fork
North Mary, WY 23835",Bentonfurt,854-929-8365,396.0,Completed,NGO
625,Rice,7,2025-03-22,632,Supermarket,Davidville,Vegan,Breakfast,"Oliver, Ross and Johnson",Supermarket,"24971 Stephanie Manors Suite 735
East Jessemouth, SD 28563",Davidville,001-179-898-4092,589.0,Pending,NGO
626,Salad,37,2025-03-29,274,Supermarket,New Dawnborough,Non-Vegetarian,Breakfast,Shields-Moore,Supermarket,"922 Bailey Overpass Suite 885
New William, VA 50509",New Dawnborough,9332911651,492.0,Completed,NGO
626,Salad,37,2025-03-29,274,Supermarket,New Dawnborough,Non-Vegetarian,Breakfast,Shields-Moore,Supermarket,"922 Bailey Overpass Suite 885
New William, VA 50509",New Dawnborough,9332911651,650.0,Completed,NGO
627,Vegetables,26,2025-03-17,890,Restaurant,Pereztown,Non-Vegetarian,Breakfast,"Simpson, Mcguire and Brown",Restaurant,"950 Dawn Mountains
New Robert, MI 58996",Pereztown,274.464.1201x34627,899.0,Pending,NGO
628,Fish,5,2025-03-16,758,Catering Service,Port Patrick,Non-Vegetarian,Snacks,Todd Group,Catering Service,"Unit 6259 Box 3832
DPO AE 28167",Port Patrick,236.722.8623,,,
629,Bread,33,2025-03-20,694,Supermarket,Amandashire,Vegan,Breakfast,Avery PLC,Supermarket,"679 Quinn Rapid Apt. 934
Joyborough, WY 99210",Amandashire,589.122.1214x989,937.0,Pending,NGO
630,Bread,39,2025-03-25,478,Catering Service,Lake Regina,Vegan,Snacks,"Lopez, Roach and Roach",Catering Service,"8319 Brandi Place Suite 155
Jamesbury, NC 87170",Lake Regina,001-785-448-3246x762,,,
631,Pasta,49,2025-03-30,232,Supermarket,Muellermouth,Non-Vegetarian,Dinner,"Snyder, Caldwell and Campbell",Supermarket,"652 Williams Mount
Jonesstad, WI 51744",Muellermouth,001-204-401-6159x495,,,
632,Fruits,45,2025-03-25,850,Grocery Store,North Stevenbury,Vegan,Breakfast,"Cooper, Osborn and Clark",Grocery Store,"8962 Robinson Greens Suite 631
Pricechester, LA 52710",North Stevenbury,001-548-930-4392x6738,500.0,Cancelled,Charity
632,Fruits,45,2025-03-25,850,Grocery Store,North Stevenbury,Vegan,Breakfast,"Cooper, Osborn and Clark",Grocery Store,"8962 Robinson Greens Suite 631
Pricechester, LA 52710",North Stevenbury,001-548-930-4392x6738,266.0,Pending,Shelter
632,Fruits,45,2025-03-25,850,Grocery Store,North Stevenbury,Vegan,Breakfast,"Cooper, Osborn and Clark",Grocery Store,"8962 Robinson Greens Suite 631
Pricechester, LA 52710",North Stevenbury,001-548-930-4392x6738,917.0,Cancelled,Shelter
633,Salad,19,2025-03-28,922,Restaurant,Lake Michael,Vegan,Snacks,Villegas Inc,Restaurant,"648 Maria Gardens
New Charles, NM 12489",Lake Michael,3387210560,774.0,Pending,NGO
633,Salad,19,2025-03-28,922,Restaurant,Lake Michael,Vegan,Snacks,Villegas Inc,Restaurant,"648 Maria Gardens
New Charles, NM 12489",Lake Michael,3387210560,185.0,Cancelled,Individual
634,Bread,40,2025-03-16,205,Grocery Store,Carlbury,Non-Vegetarian,Breakfast,Thompson Group,Grocery Store,"81499 Baker Valley Suite 876
Wheelerview, CT 20385",Carlbury,858-115-6375x26624,561.0,Cancelled,NGO
635,Pasta,18,2025-03-26,251,Restaurant,East Terrancemouth,Vegetarian,Dinner,Carter-Jones,Restaurant,"26720 Candace Inlet Suite 052
Hendersonton, MA 30678",East Terrancemouth,892-412-5796,341.0,Cancelled,Individual
636,Fish,11,2025-03-25,687,Catering Service,North James,Non-Vegetarian,Lunch,Mcdonald-Howell,Catering Service,"93955 Mann Pines
Port Stevenbury, PA 67605",North James,504-183-2400x84016,413.0,Cancelled,NGO
636,Fish,11,2025-03-25,687,Catering Service,North James,Non-Vegetarian,Lunch,Mcdonald-Howell,Catering Service,"93955 Mann Pines
Port Stevenbury, PA 67605",North James,504-183-2400x84016,800.0,Pending,Individual
636,Fish,11,2025-03-25,687,Catering Service,North James,Non-Vegetarian,Lunch,Mcdonald-Howell,Catering Service,"93955 Mann Pines
Port Stevenbury, PA 67605",North James,504-183-2400x84016,794.0,Pending,Individual
637,Chicken,49,2025-03-30,873,Catering Service,East Sonyaport,Non-Vegetarian,Lunch,Parsons and Sons,Catering Service,"52339 Angela Circle
Stevenville, WY 85182",East Sonyaport,169-470-3250x7530,37.0,Cancelled,Shelter
638,Rice,12,2025-03-21,421,Supermarket,Kylehaven,Non-Vegetarian,Dinner,Glass Inc,Supermarket,"USNS Mayer
FPO AA 41836",Kylehaven,297.322.1309x74402,,,
639,Salad,5,2025-03-20,60,Restaurant,Wilsonport,Non-Vegetarian,Lunch,Parker-Campbell,Restaurant,"USNS Williams
FPO AE 15960",Wilsonport,(006)958-8829x497,555.0,Cancelled,Individual
640,Pasta,2,2025-03-17,422,Catering Service,Smithfort,Non-Vegetarian,Breakfast,Wilson-Cook,Catering Service,"005 Steven Club Suite 180
Robertston, CA 27213",Smithfort,276-435-4585x5485,184.0,Cancelled,Individual
640,Pasta,2,2025-03-17,422,Catering Service,Smithfort,Non-Vegetarian,Breakfast,Wilson-Cook,Catering Service,"005 Steven Club Suite 180
Robertston, CA 27213",Smithfort,276-435-4585x5485,835.0,Cancelled,Shelter
641,Bread,9,2025-03-30,692,Supermarket,South Andrewport,Vegan,Snacks,"Rocha, Johnson and Dunlap",Supermarket,"31552 Jodi Motorway Suite 547
Allenport, AR 98936",South Andrewport,+1-596-531-4868,638.0,Pending,Charity
642,Chicken,38,2025-03-29,365,Restaurant,West Robert,Non-Vegetarian,Dinner,"Bray, Nguyen and Christensen",Restaurant,"27009 Sheri Forges
Heidiview, AK 10251",West Robert,589.913.5215x7984,,,
